"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
33,59.1,59.1,40.9,"Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Mit 6'981 Ja zu 4'831 Nein hat sich Kleinandelfingen für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 59,1 Prozent. Kleinandelfingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Kleinandelfingen dit oui à 59,1 pour cent à la modification de la loi sur la transplantation d'organes. Kleinandelfingen a approuvé la modification, tout comme son canton.","NA NA"
34,38,38,62,"Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","Die Änderung des Transplantationsgesetzes ist in Laufen-Uhwiesen mit 62 Prozent abgelehnt worden. Laufen-Uhwiesen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas convaincu à Laufen-Uhwiesen. Les citoyens de la commune ont refusé la modification à 62 pour cent. Laufen-Uhwiesen a refusé la modification, contrairement à son canton.","NA NA"
35,68.3,68.3,31.7,"Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Mit 8'519 Ja zu 3'957 Nein hat sich Marthalen für die Änderung des Transplantationsgesetzes ausgesprochen. Die entspricht 68,3 Prozent. Marthalen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Marthalen dit oui à 68,3 pour cent à la modification de la loi sur la transplantation d'organes. Marthalen a approuvé la modification, tout comme son canton.","NA NA"
37,44.7,44.7,55.3,"Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Nein zur Änderung des Transplantationsgesetzes: Ossingen hat den Bundesbeschluss mit 55,3 Prozent Nein-Stimmen verworfen. Ossingen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens d'Ossingen. Ils ont refusé la modification à 55,3 pour cent. Ossingen a refusé la modification, contrairement à son canton.","NA NA"
38,68.1,68.1,31.9,"Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Mit 68,1 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Rheinau die Änderung des Transplantationsgesetzes angenommen. Rheinau hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La population de Rheinau approuve à 68,1 pour cent la modification de la loi sur la transplantation d'organes. Rheinau a approuvé la modification, tout comme son canton.","NA NA"
39,39.2,39.2,60.8,"Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","Die Gemeinde Thalheim an der Thur ist gegen die Änderung des Transplantationsgesetzes: Sie hat den Bundesbeschluss mit 60,8 Prozent Nein verworfen. Thalheim an der Thur hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La modification de la loi sur la transplantation d'organes est refusée à 60,8 pour cent à Thalheim an der Thur. Thalheim an der Thur a refusé la modification, contrairement à son canton.","NA NA"
40,53.4,53.4,46.6,"Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","Trüllikon hat die Änderung des Transplantationsgesetzes mit 53,4 Prozent der Stimmen angenommen. Trüllikon hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Trüllikon soutiennent à 53,4 pour cent la modification de la loi sur la transplantation d'organes. Trüllikon a approuvé la modification, tout comme son canton.","NA NA"
41,16.7,16.7,83.3,"Truttikon ZH","Truttikon (ZH)","Truttikon ZH","83,3 Prozent Stimmbürgerinnen und Stimmbürger von Truttikon haben Nein gesagt zur Änderung des Transplantationsgesetzes. Truttikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Truttikon, les citoyens rejettent à 83,3 pour cent la loi sur la transplantation d'organes. Truttikon a refusé la modification, contrairement à son canton.","NA NA"
43,49.7,49.7,50.3,"Volken ZH","Volken (ZH)","Volken ZH","Mit 4'936 Nein- zu 4'874 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Volken die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 50,3 Prozent. Volken hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La population de Volken rejette à 50,3 pour cent des voix la loi sur la transplantation d'organes. Volken a refusé la modification, contrairement à son canton.","NA NA"
51,34.2,34.2,65.8,"Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","In Bachenbülach die Änderung des Transplantationsgesetzes keine Mehrheit gefunden: 65,8 Prozent haben es abgelehnt. Bachenbülach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","C'est non à la loi sur la transplantation d'organes à Bachenbülach. Les habitants ont refusé la loi modifiée à 65,8 pour cent. Bachenbülach a refusé la modification, contrairement à son canton.","NA NA"
52,61.6,61.6,38.4,"Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","61,6 Prozent der Stimmbürgerinnen und Stimmbürger von Bassersdorf haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Bassersdorf hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Bassersdorf, les habitants disent oui à 61,6 pour cent à la modification de la loi sur la transplantation d'organes. Bassersdorf a approuvé la modification, tout comme son canton.","NA NA"
53,21.4,21.4,78.6,"Bülach ZH","Bülach (ZH)","Bülach ZH","Nein zur Änderung des Transplantationsgesetzes: Bülach hat den Bundesbeschluss mit 78,6 Prozent Nein-Stimmen verworfen. Bülach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens de Bülach. Ils ont refusé la modification à 78,6 pour cent. Bülach a refusé la modification, contrairement à son canton.","NA NA"
54,10.3,10.3,89.7,"Dietlikon ZH","Dietlikon (ZH)","Dietlikon ZH","In Dietlikon die Änderung des Transplantationsgesetzes keine Mehrheit gefunden: 89,7 Prozent haben es abgelehnt. Dietlikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","C'est non à la loi sur la transplantation d'organes à Dietlikon. Les habitants ont refusé la loi modifiée à 89,7 pour cent. Dietlikon a refusé la modification, contrairement à son canton.","NA NA"
55,39.1,39.1,60.9,"Eglisau ZH","Eglisau (ZH)","Eglisau ZH","Nein zur Änderung des Transplantationsgesetzes: Eglisau hat den Bundesbeschluss mit 60,9 Prozent Nein-Stimmen verworfen. Eglisau hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas trouvé grâce aux yeux des citoyens d'Eglisau. Ils ont refusé la modification à 60,9 pour cent. Eglisau a refusé la modification, contrairement à son canton.","NA NA"
56,25.7,25.7,74.3,"Embrach ZH","Embrach (ZH)","Embrach ZH","Die Gemeinde Embrach ist gegen die Änderung des Transplantationsgesetzes: Sie hat den Bundesbeschluss mit 74,3 Prozent Nein verworfen. Embrach hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La modification de la loi sur la transplantation d'organes est refusée à 74,3 pour cent à Embrach. Embrach a refusé la modification, contrairement à son canton.","NA NA"
57,33.1,33.1,66.9,"Freienstein-Teufen ZH","Freienstein-Teufen (ZH)","Freienstein-Teufen ZH","66,9 Prozent der Stimmbürgerinnen und Stimmbürger von Freienstein-Teufen haben die Änderung des Transplantationsgesetzes abgelehnt. Freienstein-Teufen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","Les habitants de Freienstein-Teufen s'opposent à la modification de la loi sur la transplantation d'organes par 66,9 pour cent des voix. Freienstein-Teufen a refusé la modification, contrairement à son canton.","NA NA"
58,80.8,80.8,19.2,"Glattfelden ZH","Glattfelden (ZH)","Glattfelden ZH","80,8 Prozent der Stimmbürgerinnen und Stimmbürger von Glattfelden haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Glattfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Glattfelden, les habitants disent oui à 80,8 pour cent à la modification de la loi sur la transplantation d'organes. Glattfelden a approuvé la modification, tout comme son canton.","NA NA"
59,72.1,72.1,27.9,"Hochfelden ZH","Hochfelden (ZH)","Hochfelden ZH","72,1 Prozent der Stimmbürgerinnen und Stimmbürger von Hochfelden haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Hochfelden hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Hochfelden, les habitants disent oui à 72,1 pour cent à la modification de la loi sur la transplantation d'organes. Hochfelden a approuvé la modification, tout comme son canton.","NA NA"
60,59.8,59.8,40.2,"Höri ZH","Höri (ZH)","Höri ZH","59,8 Prozent der Stimmbürgerinnen und Stimmbürger von Höri haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Höri hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Höri, les habitants disent oui à 59,8 pour cent à la modification de la loi sur la transplantation d'organes. Höri a approuvé la modification, tout comme son canton.","NA NA"
61,43.5,43.5,56.5,"Hüntwangen ZH","Hüntwangen (ZH)","Hüntwangen ZH","Mit 9'440 Nein- zu 7'258 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Hüntwangen die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 56,5 Prozent. Hüntwangen hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La population de Hüntwangen rejette à 56,5 pour cent des voix la loi sur la transplantation d'organes. Hüntwangen a refusé la modification, contrairement à son canton.","NA NA"
62,46.7,46.7,53.3,"Kloten ZH","Kloten (ZH)","Kloten ZH","Mit 2'238 Nein- zu 1'958 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Kloten die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 53,3 Prozent. Kloten hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La population de Kloten rejette à 53,3 pour cent des voix la loi sur la transplantation d'organes. Kloten a refusé la modification, contrairement à son canton.","NA NA"
63,56.7,56.7,43.3,"Lufingen ZH","Lufingen (ZH)","Lufingen ZH","56,7 Prozent der Stimmbürgerinnen und Stimmbürger von Lufingen haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Lufingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Lufingen, les habitants disent oui à 56,7 pour cent à la modification de la loi sur la transplantation d'organes. Lufingen a approuvé la modification, tout comme son canton.","NA NA"
64,31.8,31.8,68.2,"Nürensdorf ZH","Nürensdorf (ZH)","Nürensdorf ZH","Mit 5'922 Nein- zu 2'756 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Nürensdorf die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 68,2 Prozent. Nürensdorf hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La population de Nürensdorf rejette à 68,2 pour cent des voix la loi sur la transplantation d'organes. Nürensdorf a refusé la modification, contrairement à son canton.","NA NA"
65,84.3,84.3,15.7,"Oberembrach ZH","Oberembrach (ZH)","Oberembrach ZH","Oberembrach hat die Änderung des Transplantationsgesetzes mit 2'946 Ja- zu 549 Nein-Stimmen zugestimmt. Die entspricht einem Ja-Stimmen-Anteil von 84,3 Prozent. Oberembrach hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes passe la rampe avec 84,3 pour cent de oui à Oberembrach. Oberembrach a approuvé la modification, tout comme son canton.","NA NA"
66,23.7,23.7,76.3,"Opfikon ZH","Opfikon (ZH)","Opfikon ZH","Die Änderung des Transplantationsgesetzes ist in Opfikon mit 76,3 Prozent abgelehnt worden. Opfikon hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La nouvelle loi sur la transplantation d'organes n'a pas convaincu à Opfikon. Les citoyens de la commune ont refusé la modification à 76,3 pour cent. Opfikon a refusé la modification, contrairement à son canton.","NA NA"
67,86.2,86.2,13.8,"Rafz ZH","Rafz (ZH)","Rafz ZH","Rafz hat die Änderung des Transplantationsgesetzes mit 86,2 Prozent der Stimmen angenommen. Rafz hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Rafz soutiennent à 86,2 pour cent la modification de la loi sur la transplantation d'organes. Rafz a approuvé la modification, tout comme son canton.","NA NA"
68,27.8,27.8,72.2,"Rorbas ZH","Rorbas (ZH)","Rorbas ZH","Mit 6'623 Nein- zu 2'547 Ja-Stimmen haben die Stimmbürgerinnen und Stimmbürger von Rorbas die Änderung des Transplantationsgesetzes abgelehnt. Dies entspricht 72,2 Prozent. Rorbas hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","La population de Rorbas rejette à 72,2 pour cent des voix la loi sur la transplantation d'organes. Rorbas a refusé la modification, contrairement à son canton.","NA NA"
69,4.4,4.4,95.6,"Wallisellen ZH","Wallisellen (ZH)","Wallisellen ZH","Die Gemeinde Wallisellen ist gegen die Änderung des Transplantationsgesetzes: Sie hat den Bundesbeschluss mit 95,6 Prozent Nein verworfen. Wallisellen hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Zürich.","La modification de la loi sur la transplantation d'organes est refusée à 95,6 pour cent à Wallisellen. Wallisellen affiche ainsi le plus fort taux de refus du canton de Zurich.","NA NA"
70,75.7,75.7,24.3,"Wasterkingen ZH","Wasterkingen (ZH)","Wasterkingen ZH","75,7 Prozent der Stimmbürgerinnen und Stimmbürger von Wasterkingen haben sich für die Änderung des Transplantationsgesetzes ausgesprochen. Wasterkingen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","A Wasterkingen, les habitants disent oui à 75,7 pour cent à la modification de la loi sur la transplantation d'organes. Wasterkingen a approuvé la modification, tout comme son canton.","NA NA"
71,41.7,41.7,58.3,"Wil ZH","Wil (ZH)","Wil ZH ZH","58,3 Prozent Stimmbürgerinnen und Stimmbürger von Wil ZH haben Nein gesagt zur Änderung des Transplantationsgesetzes. Wil ZH hat damit anders abgestimmt als der Kanton Zürich, der die Vorlage angenommen hat.","A Wil (ZH), les citoyens rejettent à 58,3 pour cent la loi sur la transplantation d'organes. Wil (ZH) a refusé la modification, contrairement à son canton.","NA NA"
72,77.4,77.4,22.6,"Winkel ZH","Winkel (ZH)","Winkel ZH","77,4 Prozent der Stimmbürgerinnen und Stimmbürger in Winkel haben Ja gesagt zur Änderung des Transplantationsgesetzes. Winkel hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","Les habitants de Winkel acceptent avec 77,4 pour cent de oui la modification de la loi sur la transplantation d'organes. Winkel a approuvé la modification, tout comme son canton.","NA NA"
81,70.3,70.3,29.7,"Bachs ZH","Bachs (ZH)","Bachs ZH","Die Änderung des Transplantationsgesetzes ist in Bachs mit 70,3 Prozent der Stimmen angenommen worden. Bachs hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La loi sur la transplantation d'organes est approuvée à Bachs par 70,3 pour cent des votants. Bachs a approuvé la modification, tout comme son canton.","NA NA"
82,57.6,57.6,42.4,"Boppelsen ZH","Boppelsen (ZH)","Boppelsen ZH","Mit 57,6 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Boppelsen die Änderung des Transplantationsgesetzes angenommen. Boppelsen hat damit gleich wie der Kanton Zürich Ja gesagt zu dieser Vorlage.","La population de Boppelsen approuve à 57,6 pour cent la modification de la loi sur la transplantation d'organes. Boppelsen a approuvé la modification, tout comme son canton.","NA NA"
